SP80053ControlDetailIndex,SP80053ID,SP80053ControlFamilyControlDetailID,SP80053ControlDetailID,SP80053ControlDetailEnhancement,SP80053ControlDetailEnhancementID,SP80053ControlDetailEnhancementTitle,SP80053ControlDetailDescription,SP80053ControlDetailAssignment,SP80053ControlDetailTier,SP80053ControlDetailDesignation,SP80053ControlDetailSupplementalGuidance,SP80053ControlDetailReference,SP80053ControlDetailPriority,SP80053ControlDetailAssurance,SP80053ControlDetailBaseline,SP80053ControlDetailBaselineMod,SP80053ControlDetailBaselineHigh,SP80053ControlIndex
1383,SP 800-53 SI-3 (7),SI-3 (7),3 (7),1,(7),NONSIGNATURE-BASED DETECTION,The information system implements nonsignature-based malicious code detection mechanisms.,,Information System,,,,P1,0,0,0,0,227
153,SP 800-53 AC-4 (7),AC-4 (7),4 (7),1,(7),ONE-WAY FLOW MECHANISMS,The information system enforces [Assignment: organization-defined one-way information flows] using hardware mechanisms.,Assignment: organization-defined one-way information flows,Information System,,,,P1,0,0,0,0,4
270,SP 800-53 AU-6 (7),AU-6 (7),6 (7),1,(7),PERMITTED ACTIONS,"The organization specifies the permitted actions for each [Selection (one or more): information system process; role; user] associated with the review, analysis, and reporting of audit information.",Selection (one or more): information system process; role; user,Organization,,,,P1,1,0,0,0,33
1322,SP 800-53 SC-7 (7),SC-7 (7),7 (7),1,(7),PREVENT SPLIT TUNNELING FOR REMOTE DEVICES,"The information system, in conjunction with a remote device, prevents the device from simultaneously establishing non-remote connections with the system and communicating via some other connection to resources in external networks.",,Information System,,,,P1,0,0,1,1,190
709,SP 800-53 MA-4 (7),MA-4 (7),4 (7),1,(7),REMOTE DISCONNECT VERIFICATION,The information system implements remote disconnect verification at the termination of nonlocal maintenance and diagnostic sessions.,,Information System,,,,P2,0,0,0,0,99
130,SP 800-53 AC-3 (7),AC-3 (7),3 (7),1,(7),ROLE-BASED ACCESS CONTROL,The information system enforces a role-based access control policy over defined subjects and objects and controls access based upon [Assignment: organization-defined roles and users authorized to assume such roles].,Assignment: organization-defined roles and users authorized to assume such roles,Information System,,,,P1,0,0,0,0,3
1110,SP 800-53 SA-17 (7),SA-17 (7),17 (7),1,(7),STRUCTURE FOR LEAST PRIVILEGE,"The organization requires the developer of the information system, system component, or information system service to structure security-relevant hardware, software, and firmware to facilitate controlling access with least privilege.",,Organization,,,,P1,1,0,0,0,178
1043,SP 800-53 SA-11 (7),SA-11 (7),11 (7),1,(7),VERIFY SCOPE OF TESTING / EVALUATION,"The organization requires the developer of the information system, system component, or information system service to verify that the scope of security testing/evaluation provides complete coverage of required security controls at [Assignment: organization-defined depth of testing/evaluation].",Assignment: organization-defined depth of testing/evaluation,Organization,,,,P1,1,0,0,0,172
1080,SP 800-53 SA-15 (7)(a),SA-15 (7)(a),15 (7)(a),1,(7)(a),AUTOMATED VULNERABILITY ANALYSIS,"The organization requires the developer of the information system, system component, or information system service to perform an automated vulnerability analysis using [Assignment: organization-defined tools];",Assignment: organization-defined tools,Organization,,,,P2,1,0,0,0,176
365,SP 800-53 CM-2 (7)(a),CM-2 (7)(a),2 (7)(a),1,(7)(a),"CONFIGURE SYSTEMS, COMPONENTS, OR DEVICES FOR HIGH-RISK AREAS","The organization issues [Assignment: organization-defined information systems, system components, or devices] with [Assignment: organization-defined configurations] to individuals traveling to locations that the organization deems to be of significant risk.","Assignment: organization-defined information systems, system components, or devices",Organization,,,,P1,1,0,1,1,53
1155,SP 800-53 SA-4 (7)(a),SA-4 (7)(a),4 (7)(a),1,(7)(a),NIAP-APPROVED  PROTECTION PROFILES,"The organization limits the use of commercially provided information assurance (IA) and IA-enabled information technology products to those products that have been successfully evaluated against a National Information Assurance partnership (NIAP)-approved Protection Profile for a specific technology type, if such a profile exists.",,Organization,,,,P1,1,0,0,0,167
168,SP 800-53 AC-6 (7)(a),AC-6 (7)(a),6 (7)(a),1,(7)(a),REVIEW OF USER PRIVILEGES,The organization reviews [Assignment: organization-defined frequency] the privileges assigned to [Assignment: organization-defined roles or classes of users] to validate the need for such privileges.,Assignment: organization-defined frequency,Organization,,,,P1,0,0,0,0,6
71,SP 800-53 AC-2 (7)(a),AC-2 (7)(a),2 (7)(a),1,(7)(a),ROLE-BASED SCHEMES,The organization establishes and administers privileged user accounts in accordance with a role-based access scheme that organizes allowed information system access and privileges into roles;,,Organization,,,,P1,0,0,0,0,2
1081,SP 800-53 SA-15 (7)(b),SA-15 (7)(b),15 (7)(b),1,(7)(b),AUTOMATED VULNERABILITY ANALYSIS,"The organization requires the developer of the information system, system component, or information system service to determine the exploitation potential for discovered vulnerabilities;",,Organization,,,,P2,1,0,0,0,176
366,SP 800-53 CM-2 (7)(b),CM-2 (7)(b),2 (7)(b),1,(7)(b),"CONFIGURE SYSTEMS, COMPONENTS, OR DEVICES FOR HIGH-RISK AREAS",The organization applies [Assignment: organization-defined security safeguards] to the devices when the individuals return.,Assignment: organization-defined security safeguards,Organization,,,,P1,1,0,1,1,53
1156,SP 800-53 SA-4 (7)(b),SA-4 (7)(b),4 (7)(b),1,(7)(b),NIAP-APPROVED  PROTECTION PROFILES,"The organization requires, if no NIAP-approved Protection Profile exists for a specific technology type but a commercially provided information technology product relies on cryptographic functionality to enforce its security policy, that the cryptographic module is FIPS-validated.",,Organization,,,,P1,1,0,0,0,167
169,SP 800-53 AC-6 (7)(b),AC-6 (7)(b),6 (7)(b),1,(7)(b),REVIEW OF USER PRIVILEGES,"The organization reassigns or removes privileges, if necessary, to correctly reflect organizational mission/business needs.",,Organization,,,,P1,0,0,0,0,6
72,SP 800-53 AC-2 (7)(b),AC-2 (7)(b),2 (7)(b),1,(7)(b),ROLE-BASED SCHEMES,The organization monitors privileged role assignments.,,Organization,,,,P1,0,0,0,0,2
1082,SP 800-53 SA-15 (7)(c),SA-15 (7)(c),15 (7)(c),1,(7)(c),AUTOMATED VULNERABILITY ANALYSIS,"The organization requires the developer of the information system, system component, or information system service to determine potential risk mitigations for delivered vulnerabilities.",,Organization,,,,P2,1,0,0,0,176
73,SP 800-53 AC-2 (7)(c),AC-2 (7)(c),2 (7)(c),1,(7)(c),ROLE-BASED SCHEMES,The organization takes [Assignment: organization-defined actions] when privileged role assignments are no longer appropriate.,Assignment: organization-defined actions,Organization,,,,P1,0,0,0,0,2
1083,SP 800-53 SA-15 (7)(d),SA-15 (7)(d),15 (7)(d),1,(7)(d),AUTOMATED VULNERABILITY ANALYSIS,"The organization requires the developer of the information system, system component, or information system service to deliver the outputs of the tools and results of the analysis to [Assignment: organization-defined personnel or roles].",Assignment: organization-defined personnel or roles,Organization,,,,P2,1,0,0,0,176
26,SP 800-53 AC-16 (8),AC-16 (8),16 (8),1,(8),ASSOCIATION TECHNIQUES / TECHNOLOGIES,The information system implements [Assignment: organization-defined techniques or technologies] with [Assignment: organization-defined level of assurance] in associating security attributes to information.,Assignment: organization-defined techniques or technologies,Information System,,,,P0,0,0,0,0,14
1453,SP 800-53 SI-7 (8),SI-7 (8),7 (8),1,(8),AUDITING CAPABILITY FOR SIGNIFICANT EVENTS,"The information system, upon detection of a potential integrity violation, provides the capability to audit the event and initiates the following actions: [Selection (one or more): generates an audit record; alerts current user; alerts [Assignment: organization-defined personnel or roles]; [Assignment: organization-defined other actions]].",Selection (one or more): generates an audit record; alerts current user; alerts [Assignment: organization-defined personnel or roles,Information System,,,,P1,1,0,0,0,231
427,SP 800-53 CM-8 (8),CM-8 (8),8 (8),1,(8),AUTOMATED LOCATION TRACKING,The organization employs automated mechanisms to support tracking of information system components by geographic location.,,Organization,,,,P1,1,0,0,0,59
1157,SP 800-53 SA-4 (8),SA-4 (8),4 (8),1,(8),CONTINUOUS MONITORING PLAN,"The organization requires the developer of the information system, system component, or information system service to produce a plan for the continuous monitoring of security control effectiveness that contains [Assignment: organization-defined level of detail].",Assignment: organization-defined level of detail,Organization,,,,P1,1,0,0,0,167
633,SP 800-53 IR-4 (8),IR-4 (8),4 (8),1,(8),CORRELATION WITH EXTERNAL ORGANIZATIONS,The organization coordinates with [Assignment: organization-defined external organizations] to correlate and share [Assignment: organization-defined incident information] to achieve a crossorganization perspective on incident awareness and more effective incident responses.,Assignment: organization-defined external organizations,Organization,,,,P1,0,0,0,0,89
1384,SP 800-53 SI-3 (8),SI-3 (8),3 (8),1,(8),DETECT UNAUTHORIZED COMMANDS,The information system detects [Assignment: organization-defined unauthorized operating system commands] through the kernel application programming interface at [Assignment: organizationdefined information system hardware components] and [Selection (one or more): issues a warning; audits the command execution; prevents the execution of the command].,Assignment: organization-defined unauthorized operating system commands,Information System,,,,P1,0,0,0,0,227
74,SP 800-53 AC-2 (8),AC-2 (8),2 (8),1,(8),DYNAMIC ACCOUNT CREATION,The information system creates [Assignment: organization-defined information system accounts] dynamically.,Assignment: organization-defined information system accounts,Information System,,,,P1,0,0,0,0,2
1044,SP 800-53 SA-11 (8),SA-11 (8),11 (8),1,(8),DYNAMIC CODE ANALYSIS,"The organization requires the developer of the information system, system component, or information system service to employ dynamic code analysis tools to identify common flaws and document the results of the analysis.",,Organization,,,,P1,1,0,0,0,172
271,SP 800-53 AU-6 (8),AU-6 (8),6 (8),1,(8),FULL TEXT ANALYSIS OF PRIVILEGED COMMANDS,"The organization performs a full text analysis of audited privileged commands in a physically distinct component or subsystem of the information system, or other information system that is dedicated to that analysis.",,Organization,,,,P1,1,0,0,0,33
461,SP 800-53 CP-2 (8),CP-2 (8),2 (8),1,(8),IDENTIFY CRITICAL ASSETS,The organization identifies critical information system assets supporting essential missions and business functions.,,Organization,,,,P1,0,0,1,1,64
586,SP 800-53 IA-5 (8),IA-5 (8),5 (8),1,(8),MULTIPLE INFORMATION SYSTEM ACCOUNTS,The organization implements [Assignment: organization-defined security safeguards] to manage the risk of compromise due to individuals having accounts on multiple information systems.,Assignment: organization-defined security safeguards,Organization,,,,P1,0,0,0,0,79
544,SP 800-53 IA-2 (8),IA-2 (8),2 (8),1,(8),NETWORK ACCESS TO PRIVILEGED ACCOUNTS - REPLAY RESISTANT,The information system implements replay-resistant authentication mechanisms for network access to privileged accounts.,,Information System,,,,P1,0,0,1,1,76
170,SP 800-53 AC-6 (8),AC-6 (8),6 (8),1,(8),PRIVILEGE LEVELS FOR CODE EXECUTION,The information system prevents [Assignment: organization-defined software] from executing at higher privilege levels than users executing the software.,Assignment: organization-defined software,Information System,,,,P1,0,0,0,0,6
756,SP 800-53 MP-6 (8),MP-6 (8),6 (8),1,(8),REMOTE PURGING / WIPING OF INFORMATION,"The organization provides the capability to purge/wipe information from [Assignment: organization-defined information systems, system components, or devices] either remotely or under the following conditions: [Assignment: organization-defined conditions].","Assignment: organization-defined information systems, system components, or devices",Organization,,,,P1,0,0,0,0,107
1084,SP 800-53 SA-15 (8),SA-15 (8),15 (8),1,(8),REUSE OF THREAT / VULNERABILITY INFORMATION,"The organization requires the developer of the information system, system component, or information system service to use threat modeling and vulnerability analyses from similar systems, components, or services to inform the current development process.",,Organization,,,,P2,1,0,0,0,176
1013,SP 800-53 RA-5 (8),RA-5 (8),5 (8),1,(8),REVIEW HISTORIC AUDIT LOGS,The organization reviews historic audit logs to determine if a vulnerability identified in the information system has been previously exploited.,,Organization,,,,P1,1,0,0,0,162
131,SP 800-53 AC-3 (8),AC-3 (8),3 (8),1,(8),REVOCATION OF ACCESS AUTHORIZATIONS,The information system enforces the revocation of access authorizations resulting from changes to the security attributes of subjects and objects based on [Assignment: organization-defined rules governing the timing of revocations of access authorizations,,Information System,,,,P1,0,0,0,0,3
1323,SP 800-53 SC-7 (8),SC-7 (8),7 (8),1,(8),ROUTE TRAFFIC TO AUTHENTICATED PROXY SERVERS,The information system routes [Assignment: organization-defined internal communications traffic] to [Assignment: organization-defined external networks] through authenticated proxy servers at managed interfaces.,Assignment: organization-defined internal communications traffic,Information System,,,,P1,0,0,0,1,190
154,SP 800-53 AC-4 (8),AC-4 (8),4 (8),1,(8),SECURITY POLICY FILTERS,The information system enforces information flow control using [Assignment: organization-defined security policy filters] as a basis for flow control decisions for [Assignment: organization-defined information flows].,Assignment: organization-defined security policy filters,Information System,,,,P1,0,0,0,0,4
1061,SP 800-53 SA-12 (8),SA-12 (8),12 (8),1,(8),USE OF ALL-SOURCE INTELLIGENCE,"The organization uses all-source intelligence analysis of suppliers and potential suppliers of the information system, system component, or information system service.",,Organization,,,,P1,1,0,0,0,173
27,SP 800-53 AC-16 (9),AC-16 (9),16 (9),1,(9),ATTRIBUTE REASSIGNMENT,The organization ensures that security attributes associated with information are reassigned only via re-grading mechanisms validated using [Assignment: organization-defined techniques or procedures].,Assignment: organization-defined techniques or procedures,Organization,,,,P0,0,0,0,0,14
171,SP 800-53 AC-6 (9),AC-6 (9),6 (9),1,(9),AUDITING USE OF PRIVILEGED FUNCTIONS,The information system audits the execution of privileged functions.,,Information System,,,,P1,0,0,1,1,6
1385,SP 800-53 SI-3 (9),SI-3 (9),3 (9),1,(9),AUTHENTICATE REMOTE COMMANDS,The information system implements [Assignment: organization-defined security safeguards] to authenticate [Assignment: organization-defined remote commands].,Assignment: organization-defined security safeguards,Information System,,,,P1,0,0,0,0,227
272,SP 800-53 AU-6 (9),AU-6 (9),6 (9),1,(9),CORRELATION WITH INFORMATION FROM NONTECHNICAL SOURCES,The organization correlates information from nontechnical sources with audit information to enhance organization-wide situational awareness.,,Organization,,,,P1,1,0,0,0,33
587,SP 800-53 IA-5 (9),IA-5 (9),5 (9),1,(9),CROSS-ORGANIZATION CREDENTIAL MANAGEMENT,The organization coordinates with [Assignment: organization-defined external organizations] for cross-organization management of credentials.,Assignment: organization-defined external organizations,Organization,,,,P1,0,0,0,0,79
39,SP 800-53 AC-17 (9),AC-17 (9),17 (9),1,(9),DISCONNECT / DISABLE ACCESS,The organization provides the capability to expeditiously disconnect or disable remote access to the information system within [Assignment: organization-defined time period].,Assignment: organization-defined time period,Organization,,,,P1,0,0,0,0,15
634,SP 800-53 IR-4 (9),IR-4 (9),4 (9),1,(9),DYNAMIC RESPONSE CAPABILITY,The organization employs [Assignment: organization-defined dynamic response capabilities] to effectively respond to security incidents.,Assignment: organization-defined dynamic response capabilities,Organization,,,,P1,0,0,0,0,89
1158,SP 800-53 SA-4 (9),SA-4 (9),4 (9),1,(9),FUNCTIONS / PORTS / PROTOCOLS / SERVICES IN USE,"The organization requires the developer of the information system, system component, or information system service to identify early in the system development life cycle, the functions, ports, protocols, and services intended for organizational use.",,Organization,,,,P1,1,0,1,1,167
155,SP 800-53 AC-4 (9),AC-4 (9),4 (9),1,(9),HUMAN REVIEWS,The information system enforces the use of human reviews for [Assignment: organization-defined information flows] under the following conditions: [Assignment: organization-defined conditions].,Assignment: organization-defined information flows,Information System,,,,P1,0,0,0,0,4
545,SP 800-53 IA-2 (9),IA-2 (9),2 (9),1,(9),NETWORK ACCESS TO NON-PRIVILEGED ACCOUNTS - REPLAY RESISTANT,The information system implements replay-resistant authentication mechanisms for network access to non-privileged accounts.,,Information System,,,,P1,0,0,0,1,76
1062,SP 800-53 SA-12 (9),SA-12 (9),12 (9),1,(9),OPERATIONS SECURITY,"The organization employs [Assignment: organization-defined Operations Security (OPSEC) safeguards] in accordance with classification guides to protect supply chain-related information for the information system, system component, or information system service",Assignment: organization-defined Operations Security (OPSEC) safeguards,Organization,,,,P1,1,0,0,0,173
75,SP 800-53 AC-2 (9),AC-2 (9),2 (9),1,(9),RESTRICTIONS ON USE OF SHARED / GROUP ACCOUNTS,The organization only permits the use of shared/group accounts that meet [Assignment: organization-defined conditions for establishing shared/group accounts].,Assignment: organization-defined conditions for establishing shared/group accounts,Organization,,,,P1,0,0,0,0,2
1415,SP 800-53 SI-4 (9),SI-4 (9),4 (9),1,(9),TESTING OF MONITORING TOOLS,The organization tests intrusion-monitoring tools [Assignment: organization-defined frequency].,Assignment: organization-defined frequency,Organization,,,,P1,1,0,0,0,228
1085,SP 800-53 SA-15 (9),SA-15 (9),15 (9),1,(9),USE OF LIVE DATA,"The organization approves, documents, and controls the use of live data in development and test environments for the information system, system component, or information system service.",,Organization,,,,P2,1,0,0,0,176
1454,SP 800-53 SI-7 (9),SI-7 (9),7 (9),1,(9),VERIFY BOOT PROCESS,The information system verifies the integrity of the boot process of [Assignment: organization-defined devices].,Assignment: organization-defined devices,Information System,,,,P1,1,0,0,0,231
428,SP 800-53 CM-8 (9)(a),CM-8 (9)(a),8 (9)(a),1,(9)(a),ASSIGNMENT OF COMPONENTS TO SYSTEMS,The organization assigns [Assignment: organization-defined acquired information system components] to an information system.,Assignment: organization-defined acquired information system components,Organization,,,,P1,1,0,0,0,59
132,SP 800-53 AC-3 (9)(a),AC-3 (9)(a),3 (9)(a),1,(9)(a),CONTROLLED RELEASE,The information system does not release information outside of the established system boundary unless the receiving [Assignment: organization-defined information system or system component] provides [Assignment: organization-defined security safeguards].,Assignment: organization-defined information system or system component,Information System,,,,P1,0,0,0,0,3
1324,SP 800-53 SC-7 (9)(a),SC-7 (9)(a),7 (9)(a),1,(9)(a),RESTRICT THREATENING OUTGOING COMMUNICATIONS TRAFFIC,The information system detects and denies outgoing communications traffic posing a threat to external information systems,,Information System,,,,P1,0,0,0,0,190
429,SP 800-53 CM-8 (9)(b),CM-8 (9)(b),8 (9)(b),1,(9)(b),ASSIGNMENT OF COMPONENTS TO SYSTEMS,The organization receives an acknowledgement from the information system owner of this assignment.,,Organization,,,,P1,1,0,0,0,59
133,SP 800-53 AC-3 (9)(b),AC-3 (9)(b),3 (9)(b),1,(9)(b),CONTROLLED RELEASE,The information system does not release information outside of the established system boundary unless [Assignment: organization-defined security safeguards] are used to validate the appropriateness of the information designated for release.,Assignment: organization-defined security safeguards,Information System,,,,P1,0,0,0,0,3
1325,SP 800-53 SC-7 (9)(b),SC-7 (9)(b),7 (9)(b),1,(9)(b),RESTRICT THREATENING OUTGOING COMMUNICATIONS TRAFFIC,The information system audits the identity of internal users associated with denied communications.,,Information System,,,,P1,0,0,0,0,190
221,SP 800-53 AU-11,AU-11,11,1,,AUDIT RECORD RETENTION,The organization retains audit records for [Assignment: organization-defined time period consistent with records retention policy] to provide support for after-the-fact investigations of security incidents and to meet regulatory and organizational information retention requirements.,Assignment: organization-defined time period consistent with records retention policy,Organization,,,,P3,0,1,1,1,39
599,SP 800-53 IA-7,IA-7,7,1,,CRYPTOGRAPHIC MODULE AUTHENTICATION,"The information system implements mechanisms for authentication to a cryptographic module that meet the requirements of applicable federal laws, Executive Orders, directives, policies, regulations, standards, and guidance for such authentication.",,Information System,,,,P1,0,1,1,1,82
795,SP 800-53 PE-16,PE-16,16,1,,DELIVERY AND REMOVAL,"The organization authorizes, monitors, and controls [Assignment: organization-defined types of information system components] entering and exiting the facility and maintains records of those items.",Assignment: organization-defined types of information system components,Organization,,,,P2,0,1,1,1,125
230,SP 800-53 AU-13,AU-13,13,1,,MONITORING FOR INFORMATION DISCLOSURE,The organization monitors [Assignment: organization-defined open source information and/or information sites] [Assignment: organization-defined frequency] for evidence of unauthorized disclosure of organizational information.,Assignment: organization-defined open source information and/or information sites,Organization,,,,P0,1,0,0,0,41
793,SP 800-53 PE-15,PE-15,15,1,,WATER DAMAGE PROTECTION,"The organization protects the information system from damage resulting from water leakage by providing master shutoff or isolation valves that are accessible, working properly, and known to key personnel.",,Organization,,,,P1,0,1,1,1,125
791,SP 800-53 PE-14a.,PE-14a.,14a.,0,,,The organization maintains temperature and humidity levels within the facility where the information system resides at [Assignment: organization-defined acceptable levels].,Assignment: organization-defined acceptable levels,Organization,,,,P1,0,1,1,1,122
95,SP 800-53 AC-24,AC-24,24,0,,,The organization establishes procedures to ensure [Assignment: organization-defined access control decisions] are applied to each access request prior to access enforcement.,Assignment: organization-defined access control decisions,Organization,,,,P0,0,0,0,0,22
98,SP 800-53 AC-25,AC-25,25,0,,,"The information system implements a reference monitor for [Assignment: organization-defined access control policies] that is tamperproof, always invoked, and small enough to be subject to analysis and testing, the completeness of which can be assured.",Assignment: organization-defined access control policies,Information System,,,,P0,1,0,0,0,23
6,SP 800-53 AC-10,AC-10,10,0,,,The information system limits the number of concurrent sessions for each [Assignment: organization-defined account and/or account type] to [Assignment: organization-defined number].,Assignment: organization-defined account and/or account type,Information System,,,,P3,0,0,0,1,10
1173,SP 800-53 SA-5c.,SA-5c.,5c.,0,,,"The organization documents attempts to obtain information system, system component, or information system service documentation when such documentation is either unavailable or nonexistent and takes [Assignment: organization-defined actions] in response;",Assignment: organization-defined actions,Organization,,,,P2,1,1,1,1,168
674,SP 800-53 IR-9f.,IR-9f.,9f.,0,,,The organization responds to information spills by performing other [Assignment: organization-defined actions].,Assignment: organization-defined actions,Organization,,,,P0,0,0,0,0,94
213,SP 800-53 AU-10,AU-10,10,0,,,The information system protects against an individual (or process acting on behalf of an individual) falsely denying having performed [Assignment: organization-defined actions to be covered by non-repudiation].,Assignment: organization-defined actions to be covered by non-repudiation,Information System,,,,P2,1,1,1,1,37
262,SP 800-53 AU-5b.,AU-5b.,5b.,0,,,"The information system takes the following additional actions: [Assignment: organization-defined actions to be taken (e.g., shut down information system, overwrite oldest audit records, stop generating audit records)].","Assignment: organization-defined actions to be taken (e.g., shut down information system, overwrite oldest audit records, stop generating audit records)",Information System,,,,P1,0,1,1,1,32
237,SP 800-53 AU-15,AU-15,15,0,,,The organization provides an alternate audit capability in the event of a failure in primary audit capability that provides [Assignment: organization-defined alternate audit functionality].,Assignment: organization-defined alternate audit functionality,Organization,,,,P0,0,0,0,0,42
446,SP 800-53 CP-11,CP-11,11,0,,,The information system provides the capability to employ [Assignment: organization-defined alternative communications protocols] in support of maintaining continuity of operations.,Assignment: organization-defined alternative communications protocols,Information System,,,,P0,0,0,0,0,72
448,SP 800-53 CP-13,CP-13,13,0,,,The organization employs [Assignment: organization-defined alternative or supplemental security mechanisms] for satisfying [Assignment: organization-defined security functions] when the primary means of implementing the security function is unavailable or compromised.,Assignment: organization-defined alternative or supplemental security mechanisms,Organization,,,,P0,0,0,0,0,74
813,SP 800-53 PE-20a.,PE-20a.,20a.,0,,,The organization employs [Assignment: organization-defined asset location technologies] to track and monitor the location and movement of [Assignment: organization-defined assets] within [Assignment: organization-defined controlled areas].,Assignment: organization-defined asset location technologies,Organization,,,,P0,0,0,0,0,128
1065,SP 800-53 SA-13b.,SA-13b.,13b.,0,,,The organization implements [Assignment: organization-defined assurance overlay] to achieve such trustworthiness.,Assignment: organization-defined assurance overlay,Organization,,,,P0,1,0,0,0,174
254,SP 800-53 AU-4,AU-4,4,0,,,The organization allocates audit record storage capacity in accordance with [Assignment: organization-defined audit record storage requirements].,Assignment: organization-defined audit record storage requirements,Organization,,,,P1,0,1,1,1,31
247,SP 800-53 AU-2a.,AU-2a.,2a.,0,,,The organization determines that the information system is capable of auditing the following events: [Assignment: organization-defined auditable events];,Assignment: organization-defined auditable events,Organization,,,,P1,0,1,1,1,29
250,SP 800-53 AU-2d.,AU-2d.,2d.,0,,,The organization determines that the following events are to be audited within the information system: [Assignment: organization-defined audited events (the subset of the auditable events defined in AU-2 a.) along with the frequency of (or situation requiring) auditing for each identified event].,Assignment: organization-defined audited events (the subset of the auditable events defined in AU-2 a.) along with the frequency of (or situation requiring) auditing for each identified event,Organization,,,,P1,0,1,1,1,29
645,SP 800-53 IR-6b.,IR-6b.,6b.,0,,,The organization reports security incident information to [Assignment: organization-defined authorities].,Assignment: organization-defined authorities,Organization,,,,P1,0,1,1,1,91
88,SP 800-53 AC-21b.,AC-21b.,21b.,0,,,The organization employs [Assignment: organization-defined automated mechanisms or manual processes] to assist users in making information sharing/collaboration decisions.,Assignment: organization-defined automated mechanisms or manual processes,Organization,,,,P2,0,0,1,1,19
1204,SP 800-53 SC-17,SC-17,17,0,,,The organization issues public key certificates under an [Assignment: organization-defined certificate policy] or obtains public key certificates from an approved service provider.,Assignment: organization-defined certificate policy,Organization,,,,P1,0,0,1,1,198
527,SP 800-53 IA-11,IA-11,11,0,,,The organization requires users and devices to re-authenticate when [Assignment: organization-defined circumstances or situations requiring re-authentication].,Assignment: organization-defined circumstances or situations requiring re-authentication,Organization,,,,P0,0,0,0,0,85
830,SP 800-53 PE-3d.,PE-3d.,3d.,0,,,The organization escorts visitors and monitors visitor activity [Assignment: organization-defined circumstances requiring visitor escorts and monitoring];,Assignment: organization-defined circumstances requiring visitor escorts and monitoring,Organization,,,,P1,0,1,1,1,112
1289,SP 800-53 SC-42b.,SC-42b.,42b.,0,,,The information system provides an explicit indication of sensor use to [Assignment: organization-defined class of users].,Assignment: organization-defined class of users,Information System,,,,P0,0,0,0,0,222
1248,SP 800-53 SC-30,SC-30,30,0,,,The organization employs [Assignment: organization-defined concealment and misdirection techniques] for [Assignment: organization-defined information systems] at [Assignment: organization-defined time periods] to confuse and mislead adversaries.,Assignment: organization-defined concealment and misdirection techniques,Organization,,,,P0,1,0,0,0,211
182,SP 800-53 AC-8c.1.,AC-8c.1.,8c.1.,0,,,"The information system for publicly accessible systems displays system use information [Assignment: organization-defined conditions], before granting further access",Assignment: organization-defined conditions,Information System,,,,P1,0,1,1,1,8
447,SP 800-53 CP-12,CP-12,12,0,,,"The information system, when [Assignment: organization-defined conditions] are detected, enters a safe mode of operation with [Assignment: organization-defined restrictions of safe mode of operation].",Assignment: organization-defined conditions,Information System,,,,P0,1,0,0,0,73
11,SP 800-53 AC-12,AC-12,12,0,,,The information system automatically terminates a user session after [Assignment: organization-defined conditions or trigger events requiring session disconnect].,Assignment: organization-defined conditions or trigger events requiring session disconnect,Information System,,,,P2,0,0,1,1,12
955,SP 800-53 PS-3b.,PS-3b.,3b.,0,,,"The organization rescreens individuals according to [Assignment: organization-defined conditions requiring rescreening and, where rescreening is so indicated, the frequency of such rescreening].","Assignment: organization-defined conditions requiring rescreening and, where rescreening is so indicated, the frequency of such rescreening",Organization,,,,P1,0,1,1,1,153
386,SP 800-53 CM-3g.,CM-3g.,3g.,0,,,"The organization coordinates and provides oversight for configuration change control activities through [Assignment: organization-defined configuration change control element (e.g., committee, board)] that convenes [Selection (one or more): [Assignment: organization-defined frequency]; [Assignment: organization-defined configuration change conditions]].","Assignment: organization-defined configuration change control element (e.g., committee, board)",Organization,,,,P1,1,0,1,1,54
1031,SP 800-53 SA-10b.,SA-10b.,10b.,0,,,"The organization requires the developer of the information system, system component, or information system service to document, manage, and control the integrity of changes to [Assignment: organization-defined configuration items under configuration management];",Assignment: organization-defined configuration items under configuration management,Organization,,,,P1,1,0,1,1,171
1283,SP 800-53 SC-41,SC-41,41,0,,,The organization physically disables or removes [Assignment: organization-defined connection ports or input/output devices] on [Assignment: organization-defined information systems or information system components].,Assignment: organization-defined connection ports or input/output devices,Organization,,,,P0,0,0,0,0,221
1129,SP 800-53 SA-20,SA-20,20,0,,,The organization re-implements or custom develops [Assignment: organization-defined critical information system components].,Assignment: organization-defined critical information system components,Organization,,,,P0,1,0,0,0,181
1195,SP 800-53 SC-13,SC-13,13,0,,,"The information system implements [Assignment: organization-defined cryptographic uses and type of cryptography required for each use] in accordance with applicable federal laws, Executive Orders, directives, policies, regulations, and standards.",Assignment: organization-defined cryptographic uses and type of cryptography required for each use,Information System,,,,P1,0,1,1,1,195
94,SP 800-53 AC-23,AC-23,23,0,,,The organization employs [Assignment: organization-defined data mining prevention and detection techniques] for [Assignment: organization-defined data storage objects] to adequately detect and protect against data mining.,Assignment: organization-defined data mining prevention and detection techniques,Organization,,,,P0,0,0,0,0,21
157,SP 800-53 AC-5a.,AC-5a.,5a.,0,,,The organization separates [Assignment: organization-defined duties of individuals],Assignment: organization-defined duties of individuals,Organization,,,,P1,0,0,0,0,5
828,SP 800-53 PE-3b.,PE-3b.,3b.,0,,,The organization maintains physical access audit logs for [Assignment: organization-defined entry/exit points];,Assignment: organization-defined entry/exit points,Organization,,,,P1,0,1,1,1,112
